"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Incline Bench Press (Dumbbell)",,"",1,"normal",36.29,7,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Incline Bench Press (Dumbbell)",,"",2,"normal",36.29,8,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Single Arm Lat Pulldown",,"",0,"normal",24.95,10,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Single Arm Lat Pulldown",,"",1,"normal",24.95,10,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Single Arm Lat Pulldown",,"",2,"normal",24.95,10,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Shoulder Press (Dumbbell)",,"",0,"normal",27.22,9,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Shoulder Press (Dumbbell)",,"",1,"normal",27.22,10,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Shoulder Press (Dumbbell)",,"",2,"normal",27.22,10,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","T Bar Row",,"Base 40",0,"normal",34.02,12,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","T Bar Row",,"Base 40",1,"normal",34.02,12,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","T Bar Row",,"Base 40",2,"normal",36.29,10,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Lateral Raise (Machine)",,"",0,"normal",24.95,15,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Lateral Raise (Machine)",,"",1,"normal",24.95,18,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Lateral Raise (Machine)",,"",2,"normal",24.95,14,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Preacher Curl (Machine)",,"",0,"normal",24.95,12,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Preacher Curl (Machine)",,"",1,"normal",24.95,11,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Preacher Curl (Machine)",,"",2,"normal",24.95,9,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Triceps Extension (Machine)",,"",0,"normal",29.48,12,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Triceps Extension (Machine)",,"",1,"normal",29.48,12,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Triceps Extension (Machine)",,"",2,"normal",29.48,9,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Crunch (Machine)",,"",0,"normal",29.48,12,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Crunch (Machine)",,"",1,"normal",31.75,12,,,
"Upper (2026)","19 Feb 2026, 12:24","19 Feb 2026, 13:52","","Crunch (Machine)",,"",2,"normal",31.75,12,,,
"Leg (2026)","17 Feb 2026, 12:17","17 Feb 2026, 13:12","","Squat (Barbell)",,"",0,"normal",54.43,8,,,
"Leg (2026)","17 Feb 2026, 12:17","17 Feb 2026, 13:12","","Squat (Barbell)",,"",1,"normal",54.43,8,,,
"Leg (2026)","17 Feb 2026, 12:17","17 Feb 2026, 13:12","","Squat (Barbell)",,"",2,"normal",54.43,8,,,
"Leg (2026)","17 Feb 2026, 12:17","17 Feb 2026, 13:12","","Romanian Deadlift (Barbell)",,"",0,"normal",56.7,10,,,
"Leg (2026)","17 Feb 2026, 12:17","17 Feb 2026, 13:12","","Romanian Deadlift (Barbell)",,"",1,"normal",56.7,10,,,
"Leg (2026)","17 Feb 2026, 12:17","17 Feb 2026, 13:12","","Romanian Deadlift (Barbell)",,"",2,"normal",56.7,10,,,
"Leg (2026)","17 Feb 2026, 12:17","17 Feb 2026, 13:12","","Seated Leg Curl (Machine)",,"",0,"normal",49.9,15,,,
"Leg (2026)","17 Feb 2026, 12:17","17 Feb 2026, 13:12","","Seated Leg Curl (Machine)",,"",1,"normal",49.9,15,,,
"Leg (2026)","17 Feb 2026, 12:17","17 Feb 2026, 13:12","","Seated Leg Curl (Machine)",,"",2,"normal",49.9,15,,,
"Leg (2026)","17 Feb 2026, 12:17","17 Feb 2026, 13:12","","Seated Calf Raise",,"Base is 25",0,"normal",40.82,15,,,
"Leg (2026)","17 Feb 2026, 12:17","17 Feb 2026, 13:12","","Seated Calf Raise",,"Base is 25",1,"normal",40.82,15,,,
"Leg (2026)","17 Feb 2026, 12:17","17 Feb 2026, 13:12","","Seated Calf Raise",,"Base is 25",2,"normal",43.09,15,,,
"Leg (2026)","17 Feb 2026, 12:17","17 Feb 2026, 13:12","","Seated Calf Raise",,"Base is 25",3,"normal",43.09,15,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Lat Pulldown (Cable)",,"",0,"normal",45.36,10,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Lat Pulldown (Cable)",,"",1,"normal",45.36,10,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Lat Pulldown (Cable)",,"",2,"normal",45.36,10,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",47.63,10,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",47.63,10,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",47.63,10,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Seated Row (Machine)",,"",0,"normal",47.63,12,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Seated Row (Machine)",,"",1,"normal",49.9,12,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Seated Row (Machine)",,"",2,"normal",52.16,12,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",36.29,20,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",36.29,20,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",36.29,14,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Bicep Curl (Dumbbell)",,"",0,"normal",27.22,10,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Bicep Curl (Dumbbell)",,"",1,"normal",27.22,10,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Bicep Curl (Dumbbell)",,"",2,"normal",27.22,8,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Hammer Curl (Cable)",,"",0,"normal",31.75,15,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Hammer Curl (Cable)",,"",1,"normal",31.75,14,,,
"Pull (2026)","16 Feb 2026, 11:40","16 Feb 2026, 12:50","","Hammer Curl (Cable)",,"",2,"normal",31.75,10,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Bench Press (Smith Machine)",,"Base is 35 lbs",0,"normal",52.16,8,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Bench Press (Smith Machine)",,"Base is 35 lbs",1,"normal",52.16,8,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Bench Press (Smith Machine)",,"Base is 35 lbs",2,"normal",52.16,7,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Bench Press (Smith Machine)",,"Base is 35 lbs",3,"normal",52.16,6,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Incline Bench Press (Dumbbell)",,"",0,"normal",36.29,10,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Incline Bench Press (Dumbbell)",,"",1,"normal",36.29,9,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Incline Bench Press (Dumbbell)",,"",2,"normal",36.29,6,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Overhead Press (Barbell)",,"",0,"normal",29.48,9,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Overhead Press (Barbell)",,"",1,"normal",29.48,7,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Overhead Press (Barbell)",,"",2,"normal",29.48,9,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Lateral Raise (Dumbbell)",,"",0,"normal",13.61,15,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Lateral Raise (Dumbbell)",,"",1,"normal",13.61,15,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Lateral Raise (Dumbbell)",,"",2,"normal",13.61,12,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Chest Fly (Machine)",,"",0,"normal",36.29,15,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Chest Fly (Machine)",,"",1,"normal",36.29,15,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Chest Fly (Machine)",,"",2,"normal",36.29,13,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Triceps Rope Pushdown",,"",0,"normal",27.22,15,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Triceps Rope Pushdown",,"",1,"normal",27.22,13,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Triceps Rope Pushdown",,"",2,"normal",27.22,12,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Cable Crunch",,"",0,"normal",43.09,20,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Cable Crunch",,"",1,"normal",43.09,20,,,
"Push (2026)","15 Feb 2026, 11:48","15 Feb 2026, 13:14","","Cable Crunch",,"",2,"normal",43.09,20,,,
"Lower (2026)","13 Feb 2026, 11:05","13 Feb 2026, 11:44","","Hip Thrust (Machine)",,"",0,"normal",74.84,11,,,
"Lower (2026)","13 Feb 2026, 11:05","13 Feb 2026, 11:44","","Hip Thrust (Machine)",,"",1,"normal",79.38,11,,,
"Lower (2026)","13 Feb 2026, 11:05","13 Feb 2026, 11:44","","Hip Thrust (Machine)",,"",2,"normal",83.91,12,,,
"Lower (2026)","13 Feb 2026, 11:05","13 Feb 2026, 11:44","","Bulgarian Split Squat",,"",0,"normal",22.68,10,,,
"Lower (2026)","13 Feb 2026, 11:05","13 Feb 2026, 11:44","","Bulgarian Split Squat",,"",1,"normal",22.68,10,,,
"Lower (2026)","13 Feb 2026, 11:05","13 Feb 2026, 11:44","","Bulgarian Split Squat",,"",2,"normal",22.68,10,,,
"Lower (2026)","13 Feb 2026, 11:05","13 Feb 2026, 11:44","","Leg Extension (Machine)",,"",0,"normal",45.36,15,,,
"Lower (2026)","13 Feb 2026, 11:05","13 Feb 2026, 11:44","","Leg Extension (Machine)",,"",1,"normal",45.36,14,,,
"Lower (2026)","13 Feb 2026, 11:05","13 Feb 2026, 11:44","","Leg Extension (Machine)",,"",2,"normal",47.63,12,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Incline Bench Press (Dumbbell)",,"",0,"normal",36.29,10,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Incline Bench Press (Dumbbell)",,"",1,"normal",36.29,10,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Incline Bench Press (Dumbbell)",,"",2,"normal",36.29,7,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Single Arm Lat Pulldown",,"",0,"normal",22.68,12,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Single Arm Lat Pulldown",,"",1,"normal",22.68,12,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Single Arm Lat Pulldown",,"",2,"normal",22.68,12,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Shoulder Press (Dumbbell)",,"",0,"normal",27.22,8,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Shoulder Press (Dumbbell)",,"",1,"normal",27.22,8,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Shoulder Press (Dumbbell)",,"",2,"normal",27.22,12,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","T Bar Row",,"",0,"normal",34.02,11,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","T Bar Row",,"",1,"normal",34.02,12,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","T Bar Row",,"",2,"normal",34.02,10,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Lateral Raise (Machine)",,"",0,"normal",24.95,16,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Lateral Raise (Machine)",,"",1,"normal",24.95,18,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Lateral Raise (Machine)",,"",2,"normal",24.95,12,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Preacher Curl (Machine)",,"",0,"normal",24.95,12,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Preacher Curl (Machine)",,"",1,"normal",24.95,9,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Preacher Curl (Machine)",,"",2,"normal",24.95,7,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Triceps Extension (Machine)",,"",0,"normal",29.48,12,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Triceps Extension (Machine)",,"",1,"normal",29.48,10,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Triceps Extension (Machine)",,"",2,"normal",29.48,5,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Cable Fly Crossovers",,"",0,"normal",22.68,12,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Cable Fly Crossovers",,"",1,"normal",24.95,12,,,
"Upper (2026)","12 Feb 2026, 11:47","12 Feb 2026, 13:13","","Cable Fly Crossovers",,"",2,"normal",24.95,12,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Pull Up (Assisted)",,"",0,"normal",22.68,5,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Pull Up (Assisted)",,"",1,"normal",22.68,5,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Pull Up (Assisted)",,"",2,"normal",22.68,5,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Lat Pulldown (Cable)",,"",0,"normal",43.09,10,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Lat Pulldown (Cable)",,"",1,"normal",45.36,10,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Lat Pulldown (Cable)",,"",2,"normal",45.36,9,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",47.63,10,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",47.63,10,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",47.63,8,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Seated Row (Machine)",,"",0,"normal",47.63,12,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Seated Row (Machine)",,"",1,"normal",47.63,12,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Seated Row (Machine)",,"",2,"normal",47.63,12,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",36.29,17,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",36.29,15,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",36.29,12,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Bicep Curl (Dumbbell)",,"",0,"normal",22.68,12,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Bicep Curl (Dumbbell)",,"",1,"normal",27.22,7,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Bicep Curl (Dumbbell)",,"",2,"normal",27.22,6,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Hammer Curl (Cable)",,"",0,"normal",31.75,15,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Hammer Curl (Cable)",,"",1,"normal",31.75,12,,,
"Pull (2026)","9 Feb 2026, 12:20","9 Feb 2026, 13:31","","Hammer Curl (Cable)",,"",2,"normal",31.75,10,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Bench Press (Smith Machine)",,"",0,"normal",52.16,8,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Bench Press (Smith Machine)",,"",1,"normal",52.16,8,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Bench Press (Smith Machine)",,"",2,"normal",52.16,6,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Bench Press (Smith Machine)",,"",3,"normal",52.16,5,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Incline Bench Press (Dumbbell)",,"",0,"normal",36.29,10,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Incline Bench Press (Dumbbell)",,"",1,"normal",36.29,8,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Incline Bench Press (Dumbbell)",,"",2,"normal",36.29,6,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Overhead Press (Barbell)",,"",0,"normal",31.75,6,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Overhead Press (Barbell)",,"",1,"normal",29.48,7,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Overhead Press (Barbell)",,"",2,"normal",29.48,8,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Lateral Raise (Dumbbell)",,"",0,"normal",13.61,17,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Lateral Raise (Dumbbell)",,"",1,"normal",13.61,15,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Lateral Raise (Dumbbell)",,"",2,"normal",13.61,10,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Chest Fly (Machine)",,"",0,"normal",36.29,15,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Chest Fly (Machine)",,"",1,"normal",36.29,12,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Chest Fly (Machine)",,"",2,"normal",36.29,10,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Triceps Rope Pushdown",,"",0,"normal",27.22,12,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Triceps Rope Pushdown",,"",1,"normal",27.22,12,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Triceps Rope Pushdown",,"",2,"normal",27.22,10,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Cable Crunch",,"",0,"normal",40.82,20,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Cable Crunch",,"",1,"normal",40.82,20,,,
"Push (2026)","8 Feb 2026, 12:07","8 Feb 2026, 13:32","","Cable Crunch",,"",2,"normal",43.09,20,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Incline Bench Press (Dumbbell)",,"",0,"normal",36.29,10,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Incline Bench Press (Dumbbell)",,"",1,"normal",36.29,10,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Incline Bench Press (Dumbbell)",,"",2,"normal",36.29,9,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Single Arm Lat Pulldown",,"",0,"normal",22.68,12,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Single Arm Lat Pulldown",,"",1,"normal",22.68,12,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Single Arm Lat Pulldown",,"",2,"normal",22.68,8,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Shoulder Press (Dumbbell)",,"",0,"normal",27.22,10,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Shoulder Press (Dumbbell)",,"",1,"normal",27.22,8,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Shoulder Press (Dumbbell)",,"",2,"normal",27.22,8,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","T Bar Row",,"",0,"normal",34.02,9,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","T Bar Row",,"",1,"normal",34.02,10,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","T Bar Row",,"",2,"normal",34.02,10,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Lateral Raise (Machine)",,"",0,"normal",22.68,20,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Lateral Raise (Machine)",,"",1,"normal",22.68,20,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Lateral Raise (Machine)",,"",2,"normal",24.95,12,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Preacher Curl (Machine)",,"",0,"normal",22.68,12,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Preacher Curl (Machine)",,"",1,"normal",24.95,12,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Preacher Curl (Machine)",,"",2,"normal",24.95,8,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Triceps Extension (Machine)",,"",0,"normal",27.22,12,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Triceps Extension (Machine)",,"",1,"normal",29.48,12,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Triceps Extension (Machine)",,"",2,"normal",29.48,8,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Crunch (Machine)",,"",0,"normal",29.48,12,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Crunch (Machine)",,"",1,"normal",29.48,12,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Crunch (Machine)",,"",2,"normal",29.48,12,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Cable Fly Crossovers",,"",0,"normal",22.68,12,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Cable Fly Crossovers",,"",1,"normal",22.68,12,,,
"Upper (2026)","5 Feb 2026, 12:11","5 Feb 2026, 13:49","","Cable Fly Crossovers",,"",2,"normal",22.68,12,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Squat (Barbell)",,"",0,"normal",52.16,8,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Squat (Barbell)",,"",1,"normal",52.16,8,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Squat (Barbell)",,"",2,"normal",54.43,8,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Romanian Deadlift (Barbell)",,"",0,"normal",54.43,10,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Romanian Deadlift (Barbell)",,"",1,"normal",54.43,10,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Romanian Deadlift (Barbell)",,"",2,"normal",56.7,10,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Leg Press (Machine)",,"Base weight 138",0,"normal",85.28,12,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Leg Press (Machine)",,"Base weight 138",1,"normal",94.35,12,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Leg Press (Machine)",,"Base weight 138",2,"normal",94.35,12,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Seated Leg Curl (Machine)",,"",0,"normal",47.63,15,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Seated Leg Curl (Machine)",,"",1,"normal",49.9,15,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Seated Leg Curl (Machine)",,"",2,"normal",49.9,15,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Seated Calf Raise",,"",0,"normal",38.56,15,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Seated Calf Raise",,"",1,"normal",38.56,15,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Seated Calf Raise",,"",2,"normal",40.82,15,,,
"Leg (2026)","3 Feb 2026, 12:15","3 Feb 2026, 13:49","","Seated Calf Raise",,"",3,"normal",40.82,15,,,
"Pull (2026)","2 Feb 2026, 11:54","2 Feb 2026, 12:58","","Pull Up (Assisted)",,"",0,"normal",27.22,5,,,
"Pull (2026)","2 Feb 2026, 11:54","2 Feb 2026, 12:58","","Pull Up (Assisted)",,"",1,"normal",27.22,5,,,
"Pull (2026)","2 Feb 2026, 11:54","2 Feb 2026, 12:58","","Pull Up (Assisted)",,"",2,"normal",22.68,5,,,
"Pull (2026)","2 Feb 2026, 11:54","2 Feb 2026, 12:58","","Lat Pulldown (Cable)",,"",0,"normal",40.82,10,,,
"Pull (2026)","2 Feb 2026, 11:54","2 Feb 2026, 12:58","","Lat Pulldown (Cable)",,"",1,"normal",43.09,10,,,
