"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Leg (2026)","13 Jan 2026, 11:58","13 Jan 2026, 12:49","","Seated Leg Curl (Machine)",,"",1,"normal",47.63,15,,,
"Leg (2026)","13 Jan 2026, 11:58","13 Jan 2026, 12:49","","Seated Leg Curl (Machine)",,"",2,"normal",47.63,13,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Pull Up (Assisted)",,"",0,"normal",27.22,5,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Pull Up (Assisted)",,"",1,"normal",27.22,5,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Pull Up (Assisted)",,"",2,"normal",27.22,5,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Lat Pulldown (Cable)",,"",0,"normal",43.09,10,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Lat Pulldown (Cable)",,"",1,"normal",43.09,10,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Lat Pulldown (Cable)",,"",2,"normal",43.09,10,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",47.63,10,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",47.63,10,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",47.63,9,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Seated Row (Machine)",,"",0,"normal",31.75,12,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Seated Row (Machine)",,"",1,"normal",36.29,12,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Seated Row (Machine)",,"",2,"normal",40.82,12,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",27.22,20,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",27.22,20,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",31.75,13,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Bicep Curl (Dumbbell)",,"",0,"normal",18.14,12,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Bicep Curl (Dumbbell)",,"",1,"normal",18.14,12,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Bicep Curl (Dumbbell)",,"",2,"normal",22.68,12,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Hammer Curl (Cable)",,"",0,"normal",27.22,15,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Hammer Curl (Cable)",,"",1,"normal",29.48,13,,,
"Pull (2026)","12 Jan 2026, 12:19","12 Jan 2026, 13:34","","Hammer Curl (Cable)",,"",2,"normal",29.48,11,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Bench Press (Smith Machine)",,"",0,"normal",43.09,10,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Bench Press (Smith Machine)",,"",1,"normal",47.63,8,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Bench Press (Smith Machine)",,"",2,"normal",47.63,8,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Bench Press (Smith Machine)",,"",3,"normal",47.63,8,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Incline Bench Press (Dumbbell)",,"",0,"normal",31.75,8,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Incline Bench Press (Dumbbell)",,"",1,"normal",36.29,5,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Incline Bench Press (Dumbbell)",,"",2,"normal",36.29,7,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Overhead Press (Barbell)",,"",0,"normal",31.75,6,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Overhead Press (Barbell)",,"",1,"normal",29.48,6,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Overhead Press (Barbell)",,"",2,"normal",29.48,5,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Lateral Raise (Dumbbell)",,"",0,"normal",9.07,20,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Lateral Raise (Dumbbell)",,"",1,"normal",9.07,20,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Lateral Raise (Dumbbell)",,"",2,"normal",9.07,15,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Chest Fly (Machine)",,"",0,"normal",36.29,15,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Chest Fly (Machine)",,"",1,"normal",36.29,12,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Chest Fly (Machine)",,"",2,"normal",36.29,8,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Triceps Rope Pushdown",,"",0,"normal",22.68,15,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Triceps Rope Pushdown",,"",1,"normal",22.68,12,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Triceps Rope Pushdown",,"",2,"normal",22.68,10,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Cable Crunch",,"",0,"normal",31.75,20,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Cable Crunch",,"",1,"normal",36.29,20,,,
"Push (2026)","11 Jan 2026, 11:43","11 Jan 2026, 13:13","","Cable Crunch",,"",2,"normal",40.82,20,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Incline Bench Press (Dumbbell)",,"",0,"normal",31.75,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Incline Bench Press (Dumbbell)",,"",1,"normal",31.75,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Incline Bench Press (Dumbbell)",,"",2,"normal",36.29,6,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Single Arm Lat Pulldown",,"Weight added for single hand",0,"normal",18.14,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Single Arm Lat Pulldown",,"Weight added for single hand",1,"normal",22.68,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Single Arm Lat Pulldown",,"Weight added for single hand",2,"normal",22.68,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Shoulder Press (Dumbbell)",,"",0,"normal",22.68,10,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Shoulder Press (Dumbbell)",,"",1,"normal",22.68,10,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Shoulder Press (Dumbbell)",,"",2,"normal",27.22,8,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","T Bar Row",,"Assume base weight 40 lbs",0,"normal",31.75,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","T Bar Row",,"Assume base weight 40 lbs",1,"normal",34.02,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","T Bar Row",,"Assume base weight 40 lbs",2,"normal",34.02,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Lateral Raise (Machine)",,"",0,"normal",22.68,20,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Lateral Raise (Machine)",,"",1,"normal",22.68,17,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Lateral Raise (Machine)",,"",2,"normal",22.68,16,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Preacher Curl (Machine)",,"",0,"normal",22.68,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Preacher Curl (Machine)",,"",1,"normal",22.68,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Preacher Curl (Machine)",,"",2,"normal",22.68,10,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Triceps Extension (Machine)",,"",0,"normal",24.95,15,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Triceps Extension (Machine)",,"",1,"normal",24.95,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Triceps Extension (Machine)",,"",2,"normal",27.22,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Crunch (Machine)",,"",0,"normal",27.22,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Crunch (Machine)",,"",1,"normal",27.22,12,,,
"Upper (2026)","8 Jan 2026, 11:55","8 Jan 2026, 13:29","","Crunch (Machine)",,"",2,"normal",29.48,7,,,
"Leg (2026)","6 Jan 2026, 12:35","6 Jan 2026, 13:31","","Squat (Barbell)",,"",0,"normal",45.36,8,,,
"Leg (2026)","6 Jan 2026, 12:35","6 Jan 2026, 13:31","","Squat (Barbell)",,"",1,"normal",47.63,8,,,
"Leg (2026)","6 Jan 2026, 12:35","6 Jan 2026, 13:31","","Squat (Barbell)",,"",2,"normal",47.63,8,,,
"Leg (2026)","6 Jan 2026, 12:35","6 Jan 2026, 13:31","","Romanian Deadlift (Barbell)",,"",0,"normal",52.16,10,,,
"Leg (2026)","6 Jan 2026, 12:35","6 Jan 2026, 13:31","","Romanian Deadlift (Barbell)",,"",1,"normal",52.16,10,,,
"Leg (2026)","6 Jan 2026, 12:35","6 Jan 2026, 13:31","","Romanian Deadlift (Barbell)",,"",2,"normal",52.16,10,,,
"Leg (2026)","6 Jan 2026, 12:35","6 Jan 2026, 13:31","","Seated Leg Curl (Machine)",,"",0,"normal",45.36,12,,,
"Leg (2026)","6 Jan 2026, 12:35","6 Jan 2026, 13:31","","Seated Leg Curl (Machine)",,"",1,"normal",45.36,15,,,
"Leg (2026)","6 Jan 2026, 12:35","6 Jan 2026, 13:31","","Seated Leg Curl (Machine)",,"",2,"normal",45.36,15,,,
"Leg (2026)","6 Jan 2026, 12:35","6 Jan 2026, 13:31","","Seated Calf Raise",,"",0,"normal",31.75,15,,,
"Leg (2026)","6 Jan 2026, 12:35","6 Jan 2026, 13:31","","Seated Calf Raise",,"",1,"normal",31.75,15,,,
"Leg (2026)","6 Jan 2026, 12:35","6 Jan 2026, 13:31","","Seated Calf Raise",,"",2,"normal",36.29,15,,,
"Leg (2026)","6 Jan 2026, 12:35","6 Jan 2026, 13:31","","Seated Calf Raise",,"",3,"normal",36.29,14,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Pull Up (Assisted)",,"",0,"normal",22.68,4,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Pull Up (Assisted)",,"",1,"normal",27.22,5,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Pull Up (Assisted)",,"",2,"normal",27.22,5,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Lat Pulldown (Cable)",,"",0,"normal",40.82,10,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Lat Pulldown (Cable)",,"",1,"normal",43.09,10,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Lat Pulldown (Cable)",,"",2,"normal",43.09,9,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",45.36,10,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",47.63,10,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",47.63,10,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Seated Row (Machine)",,"",0,"normal",27.22,12,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Seated Row (Machine)",,"",1,"normal",27.22,12,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Seated Row (Machine)",,"",2,"normal",31.75,12,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",31.75,16,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",31.75,15,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",31.75,12,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Bicep Curl (Dumbbell)",,"",0,"normal",18.14,8,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Bicep Curl (Dumbbell)",,"",1,"normal",18.14,12,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Bicep Curl (Dumbbell)",,"",2,"normal",18.14,12,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Hammer Curl (Cable)",,"",0,"normal",29.48,15,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Hammer Curl (Cable)",,"",1,"normal",29.48,11,,,
"Pull (2026)","5 Jan 2026, 12:09","5 Jan 2026, 13:13","","Hammer Curl (Cable)",,"",2,"normal",29.48,10,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Bench Press (Smith Machine)",,"35 lbs base weight",0,"normal",27.22,15,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Bench Press (Smith Machine)",,"35 lbs base weight",1,"normal",34.02,12,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Bench Press (Smith Machine)",,"35 lbs base weight",2,"normal",38.56,12,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Bench Press (Smith Machine)",,"35 lbs base weight",3,"normal",43.09,8,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Incline Bench Press (Dumbbell)",,"",0,"normal",31.75,8,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Incline Bench Press (Dumbbell)",,"",1,"normal",31.75,8,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Incline Bench Press (Dumbbell)",,"",2,"normal",31.75,8,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Overhead Press (Barbell)",,"",0,"normal",31.75,6,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Overhead Press (Barbell)",,"",1,"normal",31.75,7,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Overhead Press (Barbell)",,"",2,"normal",31.75,6,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Lateral Raise (Dumbbell)",,"",0,"normal",9.07,20,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Lateral Raise (Dumbbell)",,"",1,"normal",9.07,20,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Lateral Raise (Dumbbell)",,"",2,"normal",9.07,15,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Chest Fly (Machine)",,"",0,"normal",36.29,15,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Chest Fly (Machine)",,"",1,"normal",36.29,12,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Chest Fly (Machine)",,"",2,"normal",36.29,8,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Triceps Rope Pushdown",,"",0,"normal",22.68,15,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Triceps Rope Pushdown",,"",1,"normal",22.68,13,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Triceps Rope Pushdown",,"",2,"normal",22.68,11,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Cable Crunch",,"",0,"normal",22.68,20,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Cable Crunch",,"",1,"normal",27.22,20,,,
"Push (2026)","4 Jan 2026, 10:46","4 Jan 2026, 12:00","","Cable Crunch",,"",2,"normal",31.75,20,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Bicep Curl (Dumbbell)",,"",0,"normal",18.14,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Bicep Curl (Dumbbell)",,"",1,"normal",22.68,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Bicep Curl (Dumbbell)",,"",2,"normal",22.68,9,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",45.36,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",45.36,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",45.36,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Back Extension (Weighted Hyperextension)",,"",0,"normal",15.88,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Back Extension (Weighted Hyperextension)",,"",1,"normal",15.88,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Back Extension (Weighted Hyperextension)",,"",2,"normal",15.88,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Lat Pulldown (Cable)",,"",0,"normal",40.82,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Lat Pulldown (Cable)",,"",1,"normal",40.82,10,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Lat Pulldown (Cable)",,"",2,"normal",40.82,8,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Hammer Curl (Cable)",,"",0,"normal",31.75,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Hammer Curl (Cable)",,"",1,"normal",31.75,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Hammer Curl (Cable)",,"",2,"normal",31.75,11,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",36.29,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",36.29,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",36.29,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","T Bar Row",,"",0,"normal",31.75,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","T Bar Row",,"",1,"normal",31.75,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","T Bar Row",,"",2,"normal",31.75,12,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Pull Up (Assisted)",,"",0,"normal",36.29,5,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Pull Up (Assisted)",,"",1,"normal",31.75,5,,,
"Pull Day","1 Jan 2026, 12:20","1 Jan 2026, 13:54","","Pull Up (Assisted)",,"",2,"normal",27.22,5,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Lateral Raise (Dumbbell)",,"",0,"normal",13.61,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Lateral Raise (Dumbbell)",,"",1,"normal",13.61,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Lateral Raise (Dumbbell)",,"",2,"normal",13.61,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Front Raise (Dumbbell)",0,"",0,"normal",9.07,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Front Raise (Dumbbell)",0,"",1,"normal",9.07,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Front Raise (Dumbbell)",0,"",2,"normal",9.07,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Chest Fly (Machine)",,"",0,"normal",36.29,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Chest Fly (Machine)",,"",1,"normal",36.29,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Chest Fly (Machine)",,"",2,"normal",38.56,8,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Seated Shoulder Press (Machine)",,"",0,"normal",29.48,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Seated Shoulder Press (Machine)",,"",1,"normal",29.48,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Seated Shoulder Press (Machine)",,"",2,"normal",29.48,11,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Triceps Rope Pushdown",,"",0,"normal",24.95,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Triceps Rope Pushdown",,"",1,"normal",24.95,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Triceps Rope Pushdown",,"",2,"normal",24.95,11,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Chest Press (Machine)",,"",0,"normal",27.22,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Chest Press (Machine)",,"",1,"normal",27.22,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Chest Press (Machine)",,"",2,"normal",27.22,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Incline Bench Press (Dumbbell)",,"",0,"normal",27.22,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Incline Bench Press (Dumbbell)",,"",1,"normal",27.22,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Incline Bench Press (Dumbbell)",,"",2,"normal",27.22,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Triceps Extension (Machine)",,"",0,"normal",24.95,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Triceps Extension (Machine)",,"",1,"normal",24.95,12,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Triceps Extension (Machine)",,"",2,"normal",24.95,9,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Overhead Press (Barbell)",,"",0,"normal",31.75,8,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Overhead Press (Barbell)",,"",1,"normal",31.75,8,,,
"Push Day","31 Dec 2025, 12:10","31 Dec 2025, 13:55","","Overhead Press (Barbell)",,"",2,"normal",34.02,5,,,
"Leg day","30 Dec 2025, 12:28","30 Dec 2025, 13:48","","Hip Adduction (Machine)",,"",0,"normal",40.82,12,,,
"Leg day","30 Dec 2025, 12:28","30 Dec 2025, 13:48","","Hip Adduction (Machine)",,"",1,"normal",45.36,12,,,
"Leg day","30 Dec 2025, 12:28","30 Dec 2025, 13:48","","Hip Adduction (Machine)",,"",2,"normal",45.36,12,,,
"Leg day","30 Dec 2025, 12:28","30 Dec 2025, 13:48","","Hip Abduction (Machine)",,"",0,"normal",40.82,12,,,
"Leg day","30 Dec 2025, 12:28","30 Dec 2025, 13:48","","Hip Abduction (Machine)",,"",1,"normal",40.82,12,,,
"Leg day","30 Dec 2025, 12:28","30 Dec 2025, 13:48","","Hip Abduction (Machine)",,"",2,"normal",40.82,12,,,
"Leg day","30 Dec 2025, 12:28","30 Dec 2025, 13:48","","Squat (Barbell)",,"",0,"normal",43.09,8,,,
"Leg day","30 Dec 2025, 12:28","30 Dec 2025, 13:48","","Squat (Barbell)",,"",1,"normal",43.09,8,,,
"Leg day","30 Dec 2025, 12:28","30 Dec 2025, 13:48","","Squat (Barbell)",,"",2,"normal",45.36,8,,,
"Leg day","30 Dec 2025, 12:28","30 Dec 2025, 13:48","","Squat (Barbell)",,"",3,"normal",45.36,8,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Bicep Curl (Dumbbell)",,"",0,"normal",18.14,12,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Bicep Curl (Dumbbell)",,"",1,"normal",22.68,8,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Bicep Curl (Dumbbell)",,"",2,"normal",22.68,6,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Lat Pulldown (Cable)",,"",0,"normal",40.82,12,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Lat Pulldown (Cable)",,"",1,"normal",40.82,12,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Lat Pulldown (Cable)",,"",2,"normal",40.82,11,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Hammer Curl (Cable)",,"",0,"normal",31.75,9,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Hammer Curl (Cable)",,"",1,"normal",31.75,9,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Hammer Curl (Cable)",,"",2,"normal",31.75,8,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",36.29,12,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",36.29,12,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",36.29,12,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Preacher Curl (Machine)",,"",0,"normal",22.68,12,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Preacher Curl (Machine)",,"",1,"normal",22.68,11,,,
"Pull Day","29 Dec 2025, 12:26","29 Dec 2025, 13:25","","Preacher Curl (Machine)",,"",2,"normal",22.68,8,,,
